爱	VV	1	rel
生	NN	0	S-ARG1
」	PU	0	O
为	VV	0	O
主题	NN	0	O
的	DEC	0	O
剧本	NN	0	O
创作	NN	0	O
比赛	NN	0	O
中	LC	0	O
，	PU	0	O
他们	PN	0	O
获得	VV	0	O
两	CD	0	O
个	M	0	O
奖项	NN	0	O
。	PU	0	O

希望	VV	0	O
你们	PN	0	O
本	VV	0	O
着	AS	0	O
爱	VV	0	O
国	NN	0	O
爱	VV	1	rel
港	NR	0	S-ARG1
的	DEC	0	O
精神	NN	0	O
，	PU	0	O
认真	AD	0	O
贯彻	VV	0	O
执行	VV	0	O
基本法	NN	0	O
，	PU	0	O
恪尽职守	VV	0	O
，	PU	0	O
不负众望	VV	0	O
。	PU	0	O

为期	VV	0	O
七	CD	0	O
天	M	0	O
的	DEC	0	O
“	PU	0	O
爱	VV	1	rel
我	PN	0	B-ARG1
中华	NR	0	E-ARG1
，	PU	0	O
建树	VV	0	O
香江	NR	0	O
”	PU	0	O
公民	NN	0	O
教育	NN	0	O
教学	NN	0	O
系列	NN	0	O
活动	NN	0	O
香港	NR	0	O
学生	NN	0	O
交流团	NN	0	O
圆满	AD	0	O
结束	VV	0	O
了	AS	0	O
在	P	0	O
祖国	NN	0	O
内地	NN	0	O
的	DEG	0	O
考察	NN	0	O
交流	NN	0	O
。	PU	0	O

希望	VV	0	O
你们	PN	0	O
本	VV	0	O
着	AS	0	O
爱	VV	1	rel
国	NN	0	S-ARG1
爱	VV	0	O
港	NR	0	O
的	DEC	0	O
精神	NN	0	O
，	PU	0	O
认真	AD	0	O
贯彻	VV	0	O
执行	VV	0	O
基本法	NN	0	O
，	PU	0	O
恪尽职守	VV	0	O
，	PU	0	O
不负众望	VV	0	O
。	PU	0	O

我们	PN	0	O
希望	VV	0	O
一切	DT	0	O
爱国	VA	1	rel
的	DEC	0	O
中国人	NN	0	S-ARG0
团结	VV	0	O
起来	VV	0	O
，	PU	0	O
共同	AD	0	O
维护	VV	0	O
祖国	NN	0	O
的	DEG	0	O
领土	NN	0	O
和	CC	0	O
主权	NN	0	O
完整	NN	0	O
。	PU	0	O

香港	NR	0	O
新	JJ	0	O
时代	NN	0	O
的	DEG	0	O
巨轮	NN	0	O
，	PU	0	O
此刻	NT	0	O
在	P	0	O
祖国	NN	0	S-ARG0
尊重	VV	0	O
香港人	NN	0	O
、	PU	0	O
相信	VV	0	O
香港人	NN	0	O
、	PU	0	O
爱护	VV	1	rel
香港人	NN	0	S-ARG1
的	DEC	0	O
旭日	NN	0	O
辉映	VV	0	O
下	LC	0	O
，	PU	0	O
满怀信心	VV	0	O
，	PU	0	O
升锚	VV	0	O
启航	VV	0	O
，	PU	0	O
向著	P	0	O
振兴	VV	0	O
中华	NR	0	O
，	PU	0	O
祖国	NN	0	O
统一	VA	0	O
的	DEC	0	O
宏伟	JJ	0	O
目标	NN	0	O
乘风	VV	0	O
奋进	VV	0	O
。	PU	0	O

儿童	NN	0	B-ARG0
福利院	NN	0	E-ARG0
十六	CD	0	B-ARGM-ADV
年	M	0	I-ARGM-ADV
如	VV	0	I-ARGM-ADV
一	CD	0	I-ARGM-ADV
日	M	0	I-ARGM-ADV
地	DEV	0	E-ARGM-ADV
关心	VV	0	O
、	PU	0	O
爱护	VV	1	rel
他	PN	0	S-ARG1
，	PU	0	O
去年	NT	0	O
以来	LC	0	O
，	PU	0	O
仅	AD	0	O
为	P	0	O
他	PN	0	O
交纳	VV	0	O
学费	NN	0	O
、	PU	0	O
买	VV	0	O
资料	NN	0	O
、	PU	0	O
买	VV	0	O
营养品	NN	0	O
，	PU	0	O
就	AD	0	O
花	VV	0	O
了	AS	0	O
三千多	CD	0	O
元	M	0	O
人民币	NN	0	O
。	PU	0	O

文章	NN	0	O
最后	AD	0	O
强调	VV	0	O
，	PU	0	O
没有	VE	0	O
稳定	VA	0	O
的	DEC	0	O
、	PU	0	O
安定	VA	1	rel
团结	VV	0	O
的	DEC	0	O
政治	NN	0	B-ARG0
局面	NN	0	E-ARG0
，	PU	0	O
一切	DT	0	O
美好	VA	0	O
的	DEC	0	O
蓝图	NN	0	O
都	AD	0	O
将	AD	0	O
化为	VV	0	O
泡影	NN	0	O
。	PU	0	O

首先	AD	0	O
要	VV	0	O
保障	VV	0	O
群众	NN	0	O
的	DEG	0	O
生活	NN	0	O
供水	NN	0	O
，	PU	0	O
采取	VV	0	O
综合	JJ	0	O
措施	NN	0	O
，	PU	0	O
稳定	VV	0	O
群众	NN	0	O
情绪	NN	0	O
，	PU	0	O
保持	VV	0	O
社会	NN	0	S-ARG0
安定	VA	1	rel
。	PU	0	O

当前	NT	0	S-ARGM-TMP
，	PU	0	O
中国	NR	0	O
经济	NN	0	O
持续	AD	0	O
增长	VV	0	O
，	PU	0	O
社会	NN	0	S-ARG0
安定	VA	1	rel
团结	VV	0	O
，	PU	0	O
人民	NN	0	O
生活	NN	0	O
不断	AD	0	O
改善	VV	0	O
，	PU	0	O
人口	NN	0	O
出生率	NN	0	O
和	CC	0	O
人口	NN	0	O
自然	NN	0	O
增长率	NN	0	O
下降	VV	0	O
到	VV	0	O
较	AD	0	O
低	VA	0	O
的	DEC	0	O
水平	NN	0	O
。	PU	0	O

全文燮	NR	0	B-ARG1
的	DEG	0	I-ARG1
遗体	NN	0	E-ARG1
安放	VV	1	rel
在	P	0	B-ARG2
平壤市	NR	0	I-ARG2
普通江区	NR	0	I-ARG2
西场	NR	0	I-ARG2
俱乐部	NN	0	E-ARG2
。	PU	0	O

中国	NR	0	O
驻	VV	0	O
秘鲁	NR	0	O
大使	NN	0	O
任景玉	NR	0	O
指出	VV	0	O
，	PU	0	O
在	P	0	O
过去	NT	0	O
的	DEG	0	O
一	CD	0	O
年	M	0	O
里	LC	0	O
，	PU	0	O
中国	NR	0	O
经受	VV	0	O
住	VV	0	O
了	AS	0	O
亚洲	NR	0	O
金融	NN	0	O
风暴	NN	0	O
和	CC	0	O
洪涝	NN	0	O
灾害	NN	0	O
的	DEG	0	O
考验	NN	0	O
，	PU	0	O
目前	NT	0	S-ARGM-TMP
国内	NN	0	O
经济	NN	0	O
稳定	VA	0	O
，	PU	0	O
人民	NN	0	S-ARG0
安居乐业	VV	1	rel
，	PU	0	O
中国	NR	0	O
的	DEG	0	O
国际	NN	0	O
地位	NN	0	O
也	AD	0	O
不断	AD	0	O
提高	VV	0	O
。	PU	0	O

我们	PN	0	O
居住	VV	0	O
的	DEC	0	O
这	DT	0	O
个	M	0	O
星球	NN	0	O
，	PU	0	O
应该	VV	0	O
成为	VV	0	O
各	DT	0	B-ARG0
国	NN	0	I-ARG0
人民	NN	0	E-ARG0
安居乐业	VV	1	rel
的	DEC	0	O
家园	NN	0	S-ARGM-LOC
，	PU	0	O
成为	VV	0	O
全	DT	0	O
人类	NN	0	O
能够	VV	0	O
不断	AD	0	O
实现	VV	0	O
丰富多彩	VA	0	O
的	DEC	0	O
文明	NN	0	O
与	CC	0	O
进步	NN	0	O
的	DEC	0	O
美好	JJ	0	O
世界	NN	0	O
。	PU	0	O

如此	AD	0	S-ARGM-ADV
安乐	VA	1	rel
祥和	VA	0	O
的	DEC	0	O
局面	NN	0	S-ARG0
与	P	0	O
一九九八年	NT	0	O
的	DEG	0	O
惊涛骇浪	NN	0	O
形成	VV	0	O
了	AS	0	O
鲜明	VA	0	O
的	DEC	0	O
对比	NN	0	O
。	PU	0	O

双方	PN	0	O
继续	VV	0	O
就	P	0	O
贯彻	VV	0	O
实施	VV	0	O
两	CD	0	O
国	NN	0	O
政府	NN	0	O
于	P	0	O
去年	NT	0	O
签署	VV	0	O
的	DEC	0	O
保持	VV	0	O
边境	NN	0	B-ARG0
实际	JJ	0	I-ARG0
控制线	NN	0	I-ARG0
地区	NN	0	E-ARG0
和平	VA	0	O
与	CC	0	O
安宁	VA	1	rel
的	DEC	0	O
协定	NN	0	O
进行	VV	0	O
了	AS	0	O
磋商	NN	0	O
，	PU	0	O
并	CC	0	O
签署	VV	0	O
了	AS	0	O
《	PU	0	O
中	NR	0	O
印	NR	0	O
外交	NN	0	O
和	CC	0	O
军事	NN	0	O
专家	NN	0	O
小组	NN	0	O
工作	NN	0	O
条例	NN	0	O
》	PU	0	O
。	PU	0	O

但	AD	0	S-ARGM-ADV
当今	NT	0	B-ARG0
世界	NN	0	E-ARG0
并	AD	0	B-ARGM-ADV
不	AD	0	E-ARGM-ADV
安宁	VA	1	rel
。	PU	0	O

中共	NR	0	O
中央	NN	0	O
办公厅	NN	0	O
副主任	NN	0	O
陈福今	NR	0	O
强调	VV	0	O
，	PU	0	O
要	VV	0	O
正确	AD	0	O
认识	VV	0	O
今年	NT	0	O
国家	NN	0	O
的	DEG	0	O
财政	NN	0	O
形势	NN	0	O
，	PU	0	O
中直	JJ	0	B-ARG0
机关	NN	0	E-ARG0
应	VV	0	O
顾全	VV	0	O
国家	NN	0	O
大局	NN	0	O
，	PU	0	O
承担	VV	0	O
国家	NN	0	O
财政	NN	0	O
困难	NN	0	O
，	PU	0	O
调整	VV	0	O
支出	NN	0	O
结构	NN	0	O
，	PU	0	O
科学	AD	0	B-ARGM-ADV
合理	AD	0	E-ARGM-ADV
安排	VV	1	rel
支出	NN	0	S-ARG1
，	PU	0	O
为	P	0	O
确保	VV	0	O
国家	NN	0	O
预算	NN	0	O
的	DEG	0	O
顺利	JJ	0	O
完成	NN	0	O
作	VV	0	O
贡献	NN	0	O
。	PU	0	O

这样	AD	0	S-ARGM-ADV
，	PU	0	O
每	DT	0	B-ARG0
支	M	0	I-ARG0
队伍	NN	0	E-ARG0
就	AD	0	O
必须	VV	0	O
要	VV	0	O
在	P	0	B-ARGM-TMP
７	CD	0	I-ARGM-TMP
周	M	0	I-ARGM-TMP
内	LC	0	E-ARGM-TMP
，	PU	0	O
每	DT	0	B-ARGM-TMP
周	M	0	E-ARGM-TMP
安排	VV	1	rel
４	CD	0	B-ARG1
场	M	0	I-ARG1
比赛	NN	0	E-ARG1
；	PU	0	O
在	P	0	O
另外	JJ	0	O
的	DEG	0	O
７	CD	0	O
周	M	0	O
内	LC	0	O
，	PU	0	O
每	DT	0	O
周	M	0	O
按	P	0	O
常规	NN	0	O
进行	VV	0	O
３	CD	0	O
场	M	0	O
比赛	NN	0	O
，	PU	0	O
在	P	0	O
１４	CD	0	O
周	M	0	O
内	LC	0	O
结束	VV	0	O
第一	OD	0	O
战役	NN	0	O
。	PU	0	O

（	PU	0	O
一	CD	0	O
）	PU	0	O
由	P	0	O
交通部	NN	0	O
会同	VV	0	O
云南省	NR	0	O
对	P	0	O
云南省	NR	0	O
在	AD	0	O
建	VV	0	O
的	DEC	0	O
所有	DT	0	O
公路	NN	0	O
项目	NN	0	O
进行	VV	0	O
一	CD	0	O
次	M	0	O
检查	NN	0	O
，	PU	0	O
在	P	0	O
整改	VV	0	O
完成	VV	0	O
前	LC	0	O
国家	NN	0	O
有关	JJ	0	O
部门	NN	0	O
暂	AD	0	O
停	VV	0	O
拨付	VV	0	O
由	P	0	B-ARG0
国家	NN	0	I-ARG0
财政	NN	0	I-ARG0
债券	NN	0	E-ARG0
安排	VV	1	rel
的	DEC	0	O
公路	NN	0	B-ARG1
建设	NN	0	I-ARG1
资金	NN	0	E-ARG1
。	PU	0	O

据	P	0	B-ARGM-MNR
了解	NN	0	E-ARGM-MNR
，	PU	0	O
岭澳	NR	0	B-ARG1
核电站	NN	0	I-ARG1
四亿	CD	0	I-ARG1
美元	M	0	I-ARG1
的	DEG	0	I-ARG1
股本金	NN	0	E-ARG1
目前	NT	0	S-ARGM-TMP
已	AD	0	B-ARGM-ADV
全部	AD	0	E-ARGM-ADV
安排	VV	1	rel
到位	VV	0	O
，	PU	0	O
其余	DT	0	O
资金	NN	0	O
由	P	0	O
国家	NN	0	O
开发	NN	0	O
银行	NN	0	O
负责	VV	0	O
从	P	0	O
国内外	NN	0	O
筹措	VV	0	O
。	PU	0	O

有色	JJ	0	B-ARG0
总公司	NN	0	E-ARG0
今年	NT	0	S-ARGM-TMP
还	AD	0	S-ARGM-ADV
安排	VV	1	rel
直接	AD	0	B-ARG2
找	VV	0	I-ARG2
矿	NN	0	I-ARG2
投资	VV	0	I-ARG2
二亿	CD	0	I-ARG2
元	M	0	E-ARG2
。	PU	0	O

目前	NT	0	O
，	PU	0	O
为	P	0	O
老百姓	NN	0	O
所	MSP	0	O
办	VV	0	O
的	DEC	0	O
三十三	CD	0	O
个	M	0	O
项目	NN	0	O
已	AD	0	O
建成	VV	0	O
投入	VV	0	O
使用	NN	0	O
，	PU	0	O
九十二	CD	0	O
项	M	0	O
正	AD	0	O
在	P	0	O
建设	NN	0	O
之中	LC	0	O
，	PU	0	O
安排	VV	1	rel
的	DEC	0	O
项目	NN	0	S-ARG1
涉及	VV	0	O
天津市	NR	0	O
城市	NN	0	O
基础	NN	0	O
设施	NN	0	O
以及	CC	0	O
机械	NN	0	O
、	PU	0	O
电力	NN	0	O
、	PU	0	O
石油	NN	0	O
、	PU	0	O
化工	NN	0	O
、	PU	0	O
邮电	NN	0	O
通讯	NN	0	O
、	PU	0	O
电子	NN	0	O
、	PU	0	O
轻工	NN	0	O
、	PU	0	O
卫生	NN	0	O
等	ETC	0	O
行业	NN	0	O
。	PU	0	O

凡是	AD	0	O
不	AD	0	O
认真	AD	0	O
进行	VV	0	O
质量	NN	0	O
检查	NN	0	O
和	CC	0	O
工程	NN	0	O
管理	NN	0	O
，	PU	0	O
不	AD	0	O
按	P	0	O
程序	NN	0	O
、	PU	0	O
规范	NN	0	O
进行	VV	0	O
的	DEC	0	O
项目	NN	0	O
，	PU	0	O
一	AD	0	O
经	P	0	O
查出	NN	0	O
，	PU	0	O
一律	AD	0	O
停止	VV	0	O
拨付	VV	0	O
国家	NN	0	B-ARG0
财政	NN	0	I-ARG0
债券	NN	0	E-ARG0
安排	VV	1	rel
的	DEC	0	O
资金	NN	0	S-ARG1
。	PU	0	O

本	DT	0	B-ARG2
赛季	NN	0	E-ARG2
如果	CS	0	B-ARGM-CND
２月	NT	0	I-ARGM-CND
１日	NT	0	I-ARGM-CND
开战	VV	0	E-ARGM-CND
，	PU	0	O
最多	AD	0	S-ARGM-ADV
可	VV	0	O
安排	VV	1	rel
４９	CD	0	B-ARG1
场	M	0	I-ARG1
常规	JJ	0	I-ARG1
比赛	NN	0	E-ARG1
，	PU	0	O
如果	CS	0	O
２月	NT	0	O
７日	NT	0	O
揭幕	VV	0	O
，	PU	0	O
可	VV	0	O
安排	VV	0	O
４５	CD	0	O
场	M	0	O
赛事	NN	0	O
。	PU	0	O

本	DT	0	B-ARG2
赛季	NN	0	E-ARG2
如果	CS	0	O
２月	NT	0	O
１日	NT	0	O
开战	VV	0	O
，	PU	0	O
最多	AD	0	O
可	VV	0	O
安排	VV	0	O
４９	CD	0	O
场	M	0	O
常规	JJ	0	O
比赛	NN	0	O
，	PU	0	O
如果	CS	0	B-ARGM-CND
２月	NT	0	I-ARGM-CND
７日	NT	0	I-ARGM-CND
揭幕	VV	0	E-ARGM-CND
，	PU	0	O
可	VV	0	O
安排	VV	1	rel
４５	CD	0	B-ARG1
场	M	0	I-ARG1
赛事	NN	0	E-ARG1
。	PU	0	O

他	PN	0	O
说	VV	0	O
∶	PU	0	O
「	PU	0	O
我	PN	0	O
也	AD	0	O
寄望	VV	0	O
香港	NR	0	O
在	P	0	O
联系	VV	0	O
和	CC	0	O
安排	VV	1	rel
跨国	JJ	0	B-ARG1
买卖	NN	0	I-ARG1
和	CC	0	I-ARG1
生产	NN	0	I-ARG1
活动	NN	0	E-ARG1
方面	NN	0	O
，	PU	0	O
效率	NN	0	O
过人	VA	0	O
。	PU	0	O
我	PN	0	O
同时	AD	0	O
寄望	VV	0	O
香港	NR	0	O
经济	NN	0	O
以	P	0	O
对外	NN	0	O
为主	VV	0	O
，	PU	0	O
无论	CS	0	O
在	VV	0	O
甚麽	DT	0	O
地方	NN	0	O
，	PU	0	O
也	AD	0	O
会	VV	0	O
不断	AD	0	O
找寻	VV	0	O
营商	NN	0	O
机会	NN	0	O
，	PU	0	O
而且	CC	0	O
乐意	AD	0	O
向	P	0	O
其他	DT	0	O
经济	NN	0	O
体系	NN	0	O
学习	VV	0	O
。	PU	0	O
」	PU	0	O

期间	NN	0	S-ARGM-ADV
在	P	0	O
新闻	NN	0	O
简报室	NN	0	O
举行	VV	0	O
共	AD	0	O
三十	CD	0	O
个	M	0	O
简报会	NN	0	O
以及	CC	0	O
为	P	0	B-ARG2
本地	NN	0	I-ARG2
及	CC	0	I-ARG2
海外	NN	0	I-ARG2
传媒	NN	0	E-ARG2
安排	VV	1	rel
逾	AD	0	B-ARG1
四十	CD	0	I-ARG1
项	M	0	I-ARG1
参观	NN	0	I-ARG1
活动	NN	0	E-ARG1
。	PU	0	O

假使	CS	0	B-ARGM-CND
１月	NT	0	I-ARGM-CND
７日	NT	0	I-ARGM-CND
签定	VV	0	I-ARGM-CND
协议	NN	0	E-ARGM-CND
，	PU	0	O
联赛	NN	0	O
还	AD	0	O
能	VV	0	O
剩余	VV	0	O
多	AD	0	O
长	VA	0	O
时间	NN	0	O
，	PU	0	O
比赛	NN	0	S-ARG1
会	VV	0	O
